Category,Brand,Type,Item,Notes,Dairy or Pareve,All or Sephardim only
Desserts,Double Rainbow ,Sorbet,Sorbet,"Sorbet, Coconut",P,A
Desserts,Double Rainbow ,Sorbet,Sorbet,"Sorbet, Raspberry",P,A
Desserts,Double Rainbow ,Sorbet,Sorbet,"Sorbet, Mango Tangerine",P,A
Desserts,Dove Bar,Ice Cream,Chocolate Ice Cream with Dove Dark Chocolate,,D,A
Desserts,Dove Bar,Ice Cream,Mango Sorbet with Dove Dark Chocolate ,,D,A
Desserts,Dove Bar,Ice Cream,Raspberry Sorbet with Dove Dark Chocolate,,D,A
Desserts,Dove Bar,Ice Cream,Salted Caramel Gelato with Dove Dark Chocolate and Butter Toffee Bits,,D,A
Desserts,Dove Bar,Ice Cream,Strawberry Sorbet with Dove Milk Chocolate,,D,A
Desserts,Dove Bar,Ice Cream,Vanilla Ice Cream with Dove Dark Chocolate,,D,A
Desserts,Dove Bar,Ice Cream,Vanilla Ice Cream with Dove Milk Chocolate,,D,A
Desserts,Dove Bar,Ice Cream,Vanilla Ice Cream with Dove Milk Chocolate and Almonds,,D,A
Desserts,Dove Bar,Ice Cream,Vanilla-Caramel Swirl Ice Cream with Dove Milk Chocolate and Cashews,,D,A
Desserts,Edy's,Ice Cream,Grand Ice Cream,Rocky Road,D,A
Desserts,Edy's,Ice Cream,Grand Ice Cream,Caramel Delight,D,A
Desserts,Edy's,Ice Cream,Grand Ice Cream,Chocolate,D,A
Desserts,Edy's,Ice Cream,Grand Ice Cream,Butter Pecan ,D,A
Desserts,Edy's,Ice Cream,Grand Ice Cream,Coffee,D,A
Desserts,Edy's,Ice Cream,Grand Ice Cream,Real Strawberry,D,A
Desserts,Edy's,Ice Cream,Sherbet,Orange Cream,D,A
Desserts,Edy's,Ice Cream,Slow Churned Ice Cream,1/2 the fat Butter Pecan  ,D,A
Desserts,Edy's,Ice Cream,Slow Churned Ice Cream,1/2 the fat Chocolate ,D,A
Desserts,Edy's,Ice Cream,Slow Churned Ice Cream,"""No Sugar Added"" mint chocolate chip",D,A
Desserts,Edy's,Ice Cream,Slow Churned Ice Cream,1/2 the fat Coffee ,D,A
Desserts,Edy's,Ice Cream,Slow Churned Ice Cream,1/2 the fat Mint Chocolate Chip,D,A
Desserts,Edy's,Ice Cream,Slow Churned Yogurt Blend,Slow Churned-Yogurt Blend-Cappucino chip,D,A
Desserts,Fat Boy ,Ice Cream,Gluten-Free Ice Cream Cones,,D,A
Desserts,Fat Boy ,Ice Cream,Gluten-Free Ice Cream Sandwiches,,D,A
Desserts,Haagen Dazs,Ice Cream,Frozen Yogurt,Coffee      ,D,A
Desserts,Haagen Dazs,Ice Cream,Ice Cream,Bananas Foster      ,D,A
Desserts,Haagen Dazs,Ice Cream,Ice Cream,Java Chip,D,A
Desserts,Haagen Dazs,Ice Cream,Ice Cream,Mango,D,A
Desserts,Haagen Dazs,Ice Cream,Ice Cream,Chocolate      ,D,A
Desserts,Haagen Dazs,Ice Cream,Ice Cream,Chocolate Chocolate Chip (NOT with cookie dough),D,A
Desserts,Haagen Dazs,Ice Cream,Ice Cream,Chocolate Peanut Butter      ,D,A
Desserts,Haagen Dazs,Ice Cream,Ice Cream,Coffee      ,D,A
Desserts,Haagen Dazs,Ice Cream,Ice Cream,Crème Brulée      ,D,A
Desserts,Haagen Dazs,Ice Cream,Ice Cream,Mint Chip      ,D,A
Desserts,Haagen Dazs,Ice Cream,Ice Cream,Pineapple Coconut      ,D,A
Desserts,Haagen Dazs,Ice Cream,Ice Cream,Pistachio      ,D,A
Desserts,Haagen Dazs,Ice Cream,Ice Cream,Rocky Road      ,D,A
Desserts,Haagen Dazs,Ice Cream,Ice Cream,Rum Raisin      ,D,A
Desserts,Haagen Dazs,Ice Cream,Ice Cream,Strawberry      ,D,A
Desserts,Haagen Dazs,Ice Cream,Ice Cream,White Chocolate Raspberry Truffle          ,D,A
Desserts,Haagen-Dazs ,Ice Cream,Chocolate Dark Chocolate Ice Cream Bar,,D,A
Desserts,Haagen-Dazs ,Ice Cream,Coffee Almond Crunch Ice Cream Bar,,D,A
Desserts,Haagen-Dazs ,Ice Cream,Peppermint Bark Ice Cream Bar,,D,A
Desserts,Haagen-Dazs ,Ice Cream,Vanilla Milk Chocolate Almond Ice Cream Bar,,D,A
Desserts,Haagen-Dazs ,Ice Cream,Vanilla Milk Chocolate Ice Cream Bar,,D,A
Desserts,Klondike,Ice Cream,Klondike Dale Jr Checkered Flag Vanilla Chocolate Vanilla Frozen Dairy Dessert Bar,,D,A
Desserts,Klondike,Ice Cream,Klondike Dark Chocolate Frozen Dairy Dessert Bar,,D,A
Desserts,Klondike,Ice Cream,Klondike Double Chocolate Frozen Dairy Dessert Bar,,D,A
Desserts,Klondike,Ice Cream,Klondike Heath Toffee Frozen Dairy Dessert Bar ,,D,A
Desserts,Klondike,Ice Cream,Klondike Mint Chocolate Chip Frozen Dairy Dessert Bar,,D,A
Desserts,Klondike,Ice Cream,Klondike Neapolitan Frozen Dairy Dessert Bar,,D,A
Desserts,Klondike,Ice Cream,Klondike Reese's Peanut Butter Dairy Dessert Bar,,D,A
Desserts,Klondike,Ice Cream,The Original Klondike Bar,,D,A
Desserts,MR. FREEZE ,Ices,Freezer Bars ,"(Assorted Flavors, Tropical Flavors)",P,A
Desserts,Sharon's ,Sorbet,Sorbet,All Flavors,P,A
Desserts,Tofutti ,Ice Cream,Chocolate Fudge Treats,Chocolate Fudge Treats,P,S
Desserts,Tofutti ,Ice Cream,Totally Fudge,Totally Fudge Treats,P,S
Desserts,Weight Watchers,Ice Cream,Fruit Ice Bar,Fruit Ice Bar-Strawberry,P,A
Desserts,Weight Watchers,Ice Cream,Ice Cream Bar,Giant Chocolate Fudge Bars,D,A
Drinks,All,coffee,All pure coffees,including Decaf,P,A
Drinks,All Brands,Juice,all 100% fruit juice ,,P,A
Drinks,Any,Fruit Juice,100% Fruit Juice,,P,A
Drinks,Any,Water,Water,,P,A
Drinks,Capri,Soft Drink,CAPRI SUN ALL NATURAL Juice Drink ,(All flavors),P,A
Drinks,Coca-Cola® ,Soda,Barq's® creme sodas,,P,A
Drinks,Coca-Cola® ,Soda,Barq's® diet creme sodas,,P,A
Drinks,Coca-Cola® ,Soda,Barq's® root beer,,P,A
Drinks,Coca-Cola® ,Soda,caffeine free Coca-Cola® classic,,P,A
Drinks,Coca-Cola® ,Soda,caffeine free diet Coke®,,P,A
Drinks,Coca-Cola® ,Soda,Cherry Coke®,,P,A
Drinks,Coca-Cola® ,Soda,Coca-Cola® classic,,P,A
Drinks,Coca-Cola® ,Tea,Cool from Nestea®,,P,A
Drinks,Coca-Cola® ,Water,DASANI™,,P,A
Drinks,Coca-Cola® ,Soda,diet Barq's® root beer,,P,A
Drinks,Coca-Cola® ,Soda,diet Cherry Coke®,,P,A
Drinks,Coca-Cola® ,Soda,diet Coke®,,P,A
Drinks,Coca-Cola® ,Tea,diet Cool from Nestea®,,P,A
Drinks,Coca-Cola® ,Soda,diet Mello Yello®,,P,A
Drinks,Coca-Cola® ,Soda,diet Mr. Pibb®,,P,A
Drinks,Coca-Cola® ,Tea,diet Nestea® iced tea,,P,A
Drinks,Coca-Cola® ,Soda,diet Sprite®,,P,A
Drinks,Coca-Cola® ,Soda,Fanta®,,P,A
Drinks,Coca-Cola® ,Soda,Fresca®,,P,A
Drinks,Coca-Cola® ,juice,Fruitopia®,,P,A
Drinks,Coca-Cola® ,Juice,Hi-C®,,P,A
Drinks,Coca-Cola® ,Soda,Mello Yello®,,P,A
Drinks,Coca-Cola® ,juice,Minute Maid® soft drinks and juices,,P,A
Drinks,Coca-Cola® ,Soda,Mr. Pibb®,,P,A
Drinks,Coca-Cola® ,Tea,Nestea® iced teas,,P,A
Drinks,Coca-Cola® ,Energy Drink,POWERãDE®,,P,A
Drinks,Coca-Cola® ,Soda,Sprite®,,P,A
Drinks,Coca-Cola® ,Soda,SURGE®,,P,A
Drinks,Coca-Cola® ,Soda,TAB®,,P,A
Drinks,Crystal Geyser,Water,Crystal Geyser Alpine Spring Water,,P,A
Drinks,CRYSTAL LIGHT ,Soft Drink,Low Calorie Soft Drink Mix, (All flavors),P,A
Drinks,Dr. Pepper/7UP,Soda,7UP,,P,A
Drinks,Dr. Pepper/7UP,Soda,A&W (Root Beer & Cream Soda),,P,A
Drinks,Dr. Pepper/7UP,Soda,Canada Dry (Ginger Ale),,P,A
Drinks,Dr. Pepper/7UP,Fruit Juice,Country Time Ready-to-Drink,,P,A
Drinks,Dr. Pepper/7UP,Soda,Crush,,P,A
Drinks,Dr. Pepper/7UP,Soda,Crystal Light Ready-to-Drink,,P,A
Drinks,Dr. Pepper/7UP,Soda,Dr. Pepper,,P,A
Drinks,Dr. Pepper/7UP,Soda,Hires,,P,A
Drinks,Dr. Pepper/7UP,Soda,IBC (Root Beer & Cream Soda),,P,A
Drinks,Dr. Pepper/7UP,Soda,Schweppes (Ginger Ale),,P,A
Drinks,Fiji,Water,Fiji Natural Artesian Water,,P,A
Drinks,Fresca,Soda,Grapefruit Flavored Soda,,P,A
Drinks,Gatorade,Thirst Quencher,Thirst Quencher,Cool Blue,P,A
Drinks,Gatorade,Thirst Quencher,Thirst Quencher,Berry Citrus,P,A
Drinks,Gatorade,Thirst Quencher,Thirst Quencher,Grape,P,A
Drinks,Gatorade,Thirst Quencher,Thirst Quencher,Fierce Melon,P,A
Drinks,Gatorade,Thirst Quencher,Thirst Quencher,Fruit Punch,P,A
Drinks,Gatorade,Thirst Quencher,Thirst Quencher,Glacier Freeze,P,A
Drinks,Gatorade,Thirst Quencher,Thirst Quencher,Lemon Lime,P,A
Drinks,Gatorade,Thirst Quencher,Thirst Quencher,Orange,P,A
Drinks,Gravenstein,Juices,Gravenstein Apple Juice,,P,A
Drinks,Hansen's,Soda,"Hansen’s Diet Soda, Black Cherry",,P,A
Drinks,Hansen's,Soda,"Hansen’s Diet Soda, Kiwi Strawberry",,P,A
Drinks,Hansen's,Soda,"Hansen’s Diet Soda, Tangerine Lime",,P,A
Drinks,Heinz,Juice,Tomato Juice,,P,A
Drinks,Kashi GoLean,Soft Drinks,Kashi GoLean Vanilla Shake ,,,A
Drinks,KOOL-AID ,Soft Drink,KOOL-AID BURSTS Ready-to-Drink Soft Drinks (All flavors),,P,A
Drinks,KOOL-AID ,Soft Drink,KOOL-AID Sugar Sweetened Soft  Drink Mix (All flavors),,P,A
Drinks,KOOL-AID ,Soft Drink,KOOL-AID Unsweetened Soft Drink Mix (All flavors),,P,A
Drinks,KOOL-AID ,Soft Drink,KOOL-AID  Sugar Free Low Calorie Soft Drink Mix (All flavors),,P,A
Drinks,Kraft Foods,Juice Drinks,CAPRI SUN ALL NATURAL Juice Drink,All Flavors,P,A
Drinks,Kraft Foods,Juice Drinks,CRYSTAL LIGHT Low Calorie Soft Drink Mix,All Flavors,P,A
Drinks,Kraft Foods,Juice Drinks,KOOL-AID BURSTS Ready-to-Drink Soft Drinks,All Flavors,P,A
Drinks,Kraft Foods,Juice Drinks,KOOL-AID Sugar Sweetened Soft  Drink Mix,All Flavors,P,A
Drinks,Kraft Foods,Juice Drinks,KOOL-AID Unsweetened Soft Drink Mix,All Flavors,P,A
Drinks,Kraft Foods,Juice Drinks,KOOL-AID  Sugar Free Low Calorie Soft Drink Mix,All Flavors,P,A
Drinks,Lakewood,Juices,Lakewood Organic Apple Juice,,P,A
Drinks,Lakewood,Juices,Lakewood Organic Carrot Orange,,P,A
Drinks,Lakewood,Juices,Lakewood Organic Concord Grape,,P,A
Drinks,Lakewood,Juices,Lakewood Organic Cranberry Lemonade,,P,A
Drinks,Lakewood,Juices,Lakewood Organic Pineapple,,P,A
Drinks,Lakewood,Juices,Lakewood Organic White Grape,,P,A
Drinks,McIntosh,Juices,McIntosh Apple,,P,A
Drinks,Ocean Spray ,Juice Drinks,Drinks,Cran-Apple,P,A
Drinks,Ocean Spray ,Juice Drinks,Drinks,Cran-Raspberry,P,A
Drinks,Ocean Spray ,Juice Drinks,Drinks,Cran-Strawberry,P,A
Drinks,Ocean Spray ,Juice Drinks,Drinks,Ruby Red Grapefruit Blend,P,A
Drinks,Ocean Spray ,Juice Drinks,Drinks,Ruby Red Grapefruit Cocktail,P,A
Drinks,Ocean Spray ,Juice Drinks,Drinks,Ruby Strawberry,P,A
Drinks,Ocean Spray ,Juice Drinks,Drinks,White Grapefruit,P,A
Drinks,Oregon Chai,Soft Drinks,Oregon Chai Caffeine Free,,P,A
Drinks,Oregon Chai,Soft Drinks,Oregon Chai The Original Tea Latte concentrate,,P,A
Drinks,Pepsi,Soda,All soft drinks,,P,A
Drinks,Pepsi Caffeine Free,Soda,Cola Soda,All types,P,A
Drinks,Pepsi Cola,Soda,Cola Soda,All types,P,A
Drinks,Pepsi ONE,Soda,Pepsi ONE Soda,All types,P,A
Drinks,Perrier,Soda,Sparkling Water,All types,P,A
Drinks,Poland Spring,Water,Poland Spring Sparkling Spring Water,,P,A
Drinks,Poland Spring,Water,"Poland Spring Sparkling Spring Water, Lemon",,P,A
Drinks,Poland Spring,Water,"Poland Spring Sparkling Spring Water, Lime",,P,A
Drinks,Poland Spring,Water,"Poland Spring Sparkling Spring Water, Mandarin    Orange",,P,A
Drinks,Reed's,Soda,Reed’s Raspberry Ginger Brew,,P,A
Drinks,Sadaf,Water,Rose Water,,P,A
Drinks,San Pellegrino,Water,San Pellegrino Sparkling Mineral Water,,P,A
Drinks,Schweppes,Soda,Ginger Ale,(Reg. & Diet) Dry Grape,P,A
Drinks,Schweppes,Soda,Ginger Ale,(Reg. & Diet) plain,P,A
Drinks,Schweppes,Soda,Ginger Ale,(Reg. & Diet) Raspberry,P,A
Drinks,Seagrams,Soda,Ginger Ale,(Reg. & Diet),P,A
Drinks,Seven Up,Soda,Lemon Soda,,P,A
Drinks,The Minute Maid Company,Mixers,Bacardi® Mixers,All types,P,A
Drinks,The Minute Maid Company,Drinks,Bright & Early®,All types,P,A
Drinks,The Minute Maid Company,Juice Drinks,Five Alive®,All types,P,A
Drinks,The Minute Maid Company,Juice Drinks,Hi-C® Fruit Drinks,All types,P,A
Drinks,The Minute Maid Company,Juice,"Minute Maid® Premium Juices, Lemonades and Fruit Punches",All types,P,A
Drinks,The Minute Maid Company,Juice,Minute Maid® Premium Orange Juice,All types,P,A
Drinks,The Minute Maid Company,Juice Drinks,Minute Maid® Soft Frozen Lemonade,All types,P,A
Drinks,Trader Joe's,Juices,100 % Cranberry Juice,,P,A
Drinks,Trader Joe's,Juices,Apricot Peach Medley,,P,A
Drinks,Trader Joe's,Juices,Berry Patch,,P,A
Drinks,Trader Joe's,Juices,Blackberry Crush,,P,A
Drinks,Trader Joe's,Juices,Dixie Peach,,P,A
Drinks,Trader Joe's,Juices,Dynamo,,P,A
Drinks,Trader Joe's,Water,"Fruit Water (Watermelon, Raspberry Lime)",,P,A
Drinks,Trader Joe's,Juices,Grape Juice,,P,A
Drinks,Trader Joe's,Juices,Grapefruit Groove,,P,A
Drinks,Trader Joe's,Fresh Juice,Grapefruit Juice,,P,A
Drinks,Trader Joe's,Soft Drinks,Lemon Ginger Echinacea,,P,A
Drinks,Trader Joe's,Water,Natural Spring Water,,P,A
Drinks,Trader Joe's,Fresh Juice,Orange Juice (all varieties),,P,A
Drinks,Trader Joe's,Juices,Organic Cranberry Apple Juice,,P,A
Drinks,Trader Joe's,Juices,Organic Cranberry Harvest,,P,A
Drinks,Trader Joe's,Juices,Organic Mango Nectar,,P,A
Drinks,Trader Joe's,Juices,Organic Morello Cherry Reserve,,P,A
Drinks,Trader Joe's,Fresh Juice,Pineapple Orange Juice,,P,A
Drinks,Trader Joe's,Fresh Juice,Samantha Tangerine Juice,,P,A
Drinks,Tropicana Twister,Juice Drinks,Fruit Drink,Cherry Berry Blast,P,A
Drinks,Tropicana Twister,Juice Drinks,Fruit Drink,Orange Strawberry Banana,P,A
Drinks,Tropicana Twister,Juice Drinks,Fruit Drink,Strawberry Kiwi,P,A
Drinks,Tropicana Twister,Juice Drinks,Fruit Drink,Tropical Fruit Fury,P,A
Drinks,Tropicana Twister Light,Juice Drinks,Fruit Drink,Blue Raspberry Rush,P,A
Drinks,V-8,Juice Drinks,Vegetable Juice,all flavors,P,A
Drinks,Vintage,Soda,Seltzer,all flavors,P,A
Drinks,Vruit,Juices,Vruit Apple Carrot Blend,,P,A
Drinks,Vruit,Juices,Vruit Berry Veggie Blend,,P,A
Fruits & Vegetables,All Brands,Fruits,Dried Fruits,all 100% Fruits with salt &/or citric acid,P,A
Fruits & Vegetables,All Brands,Fruits,Fresh Fruits,all 100% Fruits with salt &/or citric acid,P,A
Fruits & Vegetables,All Brands,Grape Leaves,Grape Leaves,all 100% grape leaves,P,A
Fruits & Vegetables,All Brands,Vegetables,Vegetables,all 100% vegetables with salt &/or citric acid,P,A
Fruits & Vegetables,Del Monte,Fruit,All canned & jarred fruits,,P,A
Fruits & Vegetables,Del Monte,Vegetables,All canned vegetables,,P,A
Fruits & Vegetables,Del Monte,Fruit,All fruit Cups,,P,A
Fruits & Vegetables,Del Monte,Vegetables,Tomatoes & Tomato Products,,P,A
Fruits & Vegetables,Krinos,olives,Imported Kalamata Olives,,P,A
Fruits & Vegetables,Trader Joe's,"Dressings, Marinades & Sauces",Organic Extra Firm Tofu,,P,S
Fruits & Vegetables,Trader Joe's,"Dressings, Marinades & Sauces",Organic Firm Tofu,,P,S
Fruits & Vegetables,Trader Joe's,olives,Pitted Kalamata Olives,,P,A
Fruits & Vegetables,Trader Joe's,Fruits,plain fruits are packaged without Chametz.,,P,A
Fruits & Vegetables,Trader Joe's,Vegetables,Trader Joe’s plain vegetables are packaged without gluten. ,(Ashkenazim should avoid those that they consider Kitniyot),P,A
Grains & Rice,All Brands,Peas & Beans,Chick Peas,all 100% Chick Peas,P,S
Grains & Rice,Carolina,Rice,Rice,Whole Grain Brown,P,S
Grains & Rice,Carolina,Rice,Rice,white rice,P,S
Grains & Rice,Carolina,Rice,Rice,Medium grain white,P,S
Grains & Rice,Carolina®,Rice,Rice,Authentic Spanish Rice Mix,P,S
Grains & Rice,Carolina®,Rice,Rice,Gold Rice,P,S
Grains & Rice,Carolina®,Rice,Rice,Long Grain Wild Rice with Seasonings,P,S
Grains & Rice,Carolina®,Rice,Rice,Enriched Extra Long Grain White Rice,P,S
Grains & Rice,Carolina®,Rice,Rice,Saffron Yellow Rice Mix,P,S
Grains & Rice,Mahatma® Rice,Rice,Rice,Brown Rice,P,S
Grains & Rice,Mahatma® Rice,Rice,Rice,Jasmine,P,S
Grains & Rice,Mahatma® Rice,Rice,Rice,Long Grain and Wild Rice Mix,P,S
Grains & Rice,Mahatma® Rice,Rice,Rice,Saffron Yellow Rice Mix,P,S
Grains & Rice,Mahatma® Rice,Rice,Rice,Valencia (Short Grain),P,S
Grains & Rice,Mahatma® Rice,Rice,Rice,White Rice,P,S
Grains & Rice,River® Rice,Rice,Rice,Brown Rice,P,S
Grains & Rice,River® Rice,Rice,Rice,Medium Grain White Rice,P,S
Grains & Rice,Success® ,Rice,Rice,Brown Rice ,P,S
Grains & Rice,Success® ,Rice,Rice,White Rice ,P,S
Grains & Rice,UNCLE BEN'S® ,Rice,Rice,Boil-in-Bag White Rice,P,S
Grains & Rice,UNCLE BEN'S® ,Rice,Rice,Instant Brown Rice,P,S
Grains & Rice,UNCLE BEN'S® ,Rice,Rice,Instant Rice (White),P,S
Grains & Rice,UNCLE BEN'S® ,Rice,Rice,Whole Grain Brown Rice,P,S
Grains & Rice,UNCLE BEN'S® ,Rice,Rice,ORIGINAL CONVERTED® Brand Rice,P,S
Grains & Rice,UNCLE BEN'S® ,Rice,Rice,"Specialty Rices (Basmati, Jasmine)",P,S
Grains & Rice,Water Maid® ,Rice,Rice,Medium Grain White Rice,P,S
Ingredient,Ingredient,Ingredient,Acacia Gum,,P,A
Ingredient,Ingredient,Ingredient,Acacia Gum,,P,A
Ingredient,Ingredient,Ingredient,Acesulfame K,,P,A
Ingredient,Ingredient,Ingredient,Acesulfame Potassium,,P,A
Ingredient,Ingredient,Ingredient,Acetanisole,,P,A
Ingredient,Ingredient,Ingredient,Acetophenone,,P,A
Ingredient,Ingredient,Ingredient,Acorn Quercus,,P,A
Ingredient,Ingredient,Ingredient,Adipic Acid,,P,A
Ingredient,Ingredient,Ingredient,Adzuki Bean,,P,S
Ingredient,Ingredient,Ingredient,Agar,,P,A
Ingredient,Ingredient,Ingredient,Agave,,P,A
Ingredient,Ingredient,Ingredient,Albumen,,P,A
Ingredient,Ingredient,Ingredient,Alfalfa,,P,A
Ingredient,Ingredient,Ingredient,Algae,,P,A
Ingredient,Ingredient,Ingredient,Algin,,P,A
Ingredient,Ingredient,Ingredient,Alginate,,P,A
Ingredient,Ingredient,Ingredient,Alginic Acid,,P,A
Ingredient,Ingredient,Ingredient,Alkalized Cocoa,,P,A
Ingredient,Ingredient,Ingredient,Allicin,,P,A
Ingredient,Ingredient,Ingredient,Almond Nut,,P,A
Ingredient,Ingredient,Ingredient,Alpha-amylase,,P,A
Ingredient,Ingredient,Ingredient,Alpha-lactalbumin,,P,A
Ingredient,Ingredient,Ingredient,Aluminum,,P,A
Ingredient,Ingredient,Ingredient,Amaranth,,P,A
Ingredient,Ingredient,Ingredient,Ambergris,,P,A
Ingredient,Ingredient,Ingredient,Ammonium Hydroxide,,P,A
Ingredient,Ingredient,Ingredient,Ammonium Phosphate,,P,A
Ingredient,Ingredient,Ingredient,Ammonium Sulphate,,P,A
Ingredient,Ingredient,Ingredient,Amylopectin,,P,A
Ingredient,Ingredient,Ingredient,Amylose,,P,A
Ingredient,Ingredient,Ingredient,Annatto,,P,A
Ingredient,Ingredient,Ingredient,Annatto Color,,P,A
Ingredient,Ingredient,Ingredient,Apple Cider Vinegar,,P,A
Ingredient,Ingredient,Ingredient,Arabic Gum,,P,A
Ingredient,Ingredient,Ingredient,Arrowroot,,P,A
Ingredient,Ingredient,Ingredient,Artichokes,,P,A
Ingredient,Ingredient,Ingredient,Artificial Butter Flavor,,P,A
Ingredient,Ingredient,Ingredient,Artificial Flavoring,,P,A
Ingredient,Ingredient,Ingredient,Artificial Flavors,,P,A
Ingredient,Ingredient,Ingredient,Artocarpus Altilis (breadfruit),,P,A
Ingredient,Ingredient,Ingredient,Ascorbic Acid,,P,A
Ingredient,Ingredient,Ingredient,Aspartame (can cause IBS symptoms),,P,A
Ingredient,Ingredient,Ingredient,Aspartic Acid,,P,A
Ingredient,Ingredient,Ingredient,Atadwe (tigernut),,P,A
Ingredient,Ingredient,Ingredient,Autolyzed yeast (msg),,P,A
Ingredient,Ingredient,Ingredient,Autolyzed Yeast Extract (msg),,P,A
Ingredient,Ingredient,Ingredient,Avena Sativia (Oats3),,P,A
Ingredient,Ingredient,Ingredient,Avena Sativia Extract (from Oats3),,P,A
Ingredient,Ingredient,Ingredient,Avidin,,P,A
Ingredient,Ingredient,Ingredient,Azodicarbonamide,,P,A
Ingredient,Ingredient,Ingredient,Bajra (pearl millet),,P,S
Ingredient,Ingredient,Ingredient,Bajra flour (pearl millet flour),,P,S
Ingredient,Ingredient,Ingredient,Baking Soda,,P,A
Ingredient,Ingredient,Ingredient,Bean Romano (Chickpea),,P,S
Ingredient,Ingredient,Ingredient,Bean Tepary,,P,S
Ingredient,Ingredient,Ingredient,"Bean, Adzuki",,P,S
Ingredient,Ingredient,Ingredient,"Bean, Hyacinth",,P,S
Ingredient,Ingredient,Ingredient,"Bean, Lentil",,P,S
Ingredient,Ingredient,Ingredient,"Bean, Mung",,P,S
Ingredient,Ingredient,Ingredient,Beeswax,,P,A
Ingredient,Ingredient,Ingredient,Benzoic acid,,P,A
Ingredient,Ingredient,Ingredient,Besan (Chickpea),,P,S
Ingredient,Ingredient,Ingredient,Beta Carotene,,P,A
Ingredient,Ingredient,Ingredient,Beta Glucan (from Oats),,P,S
Ingredient,Ingredient,Ingredient,Betaine,,P,A
Ingredient,Ingredient,Ingredient,BHA,,P,A
Ingredient,Ingredient,Ingredient,BHT,,P,A
Ingredient,Ingredient,Ingredient,Bicarbonate of Soda,,P,A
Ingredient,Ingredient,Ingredient,Biotin,,P,A
Ingredient,Ingredient,Ingredient,Breadfruit (artocarpus altilis),,P,A
Ingredient,Ingredient,Ingredient,Brown Sugar,,P,A
Ingredient,Ingredient,Ingredient,Buckwheat,,P,S
Ingredient,Ingredient,Ingredient,Butter (check additives),,D,A
Ingredient,Ingredient,Ingredient,Butyl Compounds,,P,A
Ingredient,Ingredient,Ingredient,Butylated Hydroxyanisole,,P,A
Ingredient,Ingredient,Ingredient,Calcium Acetate,,P,A
Ingredient,Ingredient,Ingredient,Calcium Carbonate,,P,A
Ingredient,Ingredient,Ingredient,Calcium Caseinate,,P,A
Ingredient,Ingredient,Ingredient,Calcium Chloride,,P,A
Ingredient,Ingredient,Ingredient,Calcium Disodium,,P,A
Ingredient,Ingredient,Ingredient,Calcium Glutamate (E 623) - msg,,P,A
Ingredient,Ingredient,Ingredient,Calcium Hydroxide,,P,A
Ingredient,Ingredient,Ingredient,Calcium Lactate,,P,A
Ingredient,Ingredient,Ingredient,Calcium Pantothenate,,P,A
Ingredient,Ingredient,Ingredient,Calcium Phosphate,,P,A
Ingredient,Ingredient,Ingredient,Calcium Propionate,,P,A
Ingredient,Ingredient,Ingredient,Calcium Silicate,,P,A
Ingredient,Ingredient,Ingredient,Calcium Sorbate,,P,A
Ingredient,Ingredient,Ingredient,Calcium Stearate,,P,A
Ingredient,Ingredient,Ingredient,Calcium Stearoyl Lactylate,,P,A
Ingredient,Ingredient,Ingredient,Calcium Sulfate,,P,A
Ingredient,Ingredient,Ingredient,Cane Sugar,,P,A
Ingredient,Ingredient,Ingredient,Cane Vinegar,,P,A
Ingredient,Ingredient,Ingredient,Canola (Rapeseed),,P,A
Ingredient,Ingredient,Ingredient,Canola Oil (Rapeseed Oil),,P,A
Ingredient,Ingredient,Ingredient,Caprylic Acid,,P,A
Ingredient,Ingredient,Ingredient,Carageenan Chondrus Crispus,,P,A
Ingredient,Ingredient,Ingredient,Caramel Color,,P,A
Ingredient,Ingredient,Ingredient,Caramel Flavoring,,P,A
Ingredient,Ingredient,Ingredient,Carbonated Water,,P,A
Ingredient,Ingredient,Ingredient,Carboxymethyl Cellulose,,P,A
Ingredient,Ingredient,Ingredient,Carmine,,P,A
Ingredient,Ingredient,Ingredient,Carnauba Wax,,P,A
Ingredient,Ingredient,Ingredient,Carob Bean,,P,A
Ingredient,Ingredient,Ingredient,Carob Bean Gum,,P,A
Ingredient,Ingredient,Ingredient,Carob Flour,,P,A
Ingredient,Ingredient,Ingredient,Carrageenan,,P,A
Ingredient,Ingredient,Ingredient,Carrageenan (E 407) - msg,,P,A
Ingredient,Ingredient,Ingredient,Casein,,P,A
Ingredient,Ingredient,Ingredient,Cassava Manihot Esculenta,,P,A
Ingredient,Ingredient,Ingredient,Castor Oil,,P,A
Ingredient,Ingredient,Ingredient,Catalase,,P,A
Ingredient,Ingredient,Ingredient,Cellulose Ether,,P,A
Ingredient,Ingredient,Ingredient,Cellulose Gum,,P,A
Ingredient,Ingredient,Ingredient,Cellulose1,,P,A
Ingredient,Ingredient,Ingredient,Cetyl Alcohol,,P,A
Ingredient,Ingredient,Ingredient,Cetyl Stearyl Alcohol,,P,A
Ingredient,Ingredient,Ingredient,Chana Flour (Chickpea Flour),,P,S
Ingredient,Ingredient,Ingredient,Channa (Chickpea),,P,S
Ingredient,Ingredient,Ingredient,Chestnuts,,P,A
Ingredient,Ingredient,Ingredient,Chickpea,,P,S
Ingredient,Ingredient,Ingredient,Chocolate Liquor,,P,A
Ingredient,Ingredient,Ingredient,Choline Chloride,,P,A
Ingredient,Ingredient,Ingredient,Chromium Citrate,,P,A
